"rank","size","eligible","excel_row","mp_id","name","address","epsg25832_easting","epsg25832_northing","epsg31468_x","epsg31468_y","nearest_stop_distance_m","nearest_stop_id","matched_matsim_stop_ids","served_matsim_stop_ids","matched_stop_groups","matched_stop_names","distinct_line_count","matched_line_ids","route_count","matsim_modes","lhm_mode_flags","mode_flag_comparison","carsharing_spaces","possible_transfer_pair_count","current_transfer_relation_count","current_transfer_times","confidence","selection_reason","unresolved_issue"
"29","eligible_not_shortlisted","true","35","1805","Wettersteinplatz","Wettersteinplatz 1","691677.739","5331628.287","4468464.522","5330197.564","32.7","108742","108741;108742;108742.1;108743;108744;108744.1;108745","108742;108742.1;108743;108744;108744.1;108745","108741=[108741;108742;108742.1;108743;108744;108744.1;108745]","Wettersteinplatz","7","XXX---13_MUC_Tram neu Prognose;XXX---2271995_1;XXX---2272005_0;XXX---2272013_0;XXX---2272028_0;XXX---25_MUC_Tram neu Prognose;XXX---MUC_U1_neu Prognose","46","subway;tram","bus=Ja|tram=Nein|u_bahn=Ja|s_bahn=Nein","bus:mismatch;s_bahn:match_via_rail_proxy;tram:mismatch;u_bahn:match","5","42","16","108742>108742=180s;108742>108743=180s;108742>108744=180s;108742>108745=180s;108743>108742=180s;108743>108743=180s;108743>108744=180s;108743>108745=180s;108744>108742=180s;108744>108743=180s;108744>108744=180s;108744>108745=180s;108745>108742=180s;108745>108743=180s;108745>108744=180s;108745>108745=180s","medium","deterministic rank from 7 lines, 2 MATSim modes, 5 carsharing spaces, mp_id 1805","LHM bus=Ja vs MATSim bus=false; LHM tram=Nein vs MATSim tram=true"
"30","eligible_not_shortlisted","true","32","28","Steubenplatz","Wendel-Dietrich-Straße 31 - 33","687463.028","5336171.416","4464430.251","5334901.433","63.4","106731","106728;106729;106729.1;106730;106731;106732;106733;106734","106729;106729.1;106730;106731;106732;106733;106734","106728=[106728;106729;106729.1;106730;106731;106732;106733;106734]","Steubenplatz","7","XXX---16_MUC_Tram neu Prognose;XXX---17_MUC_Tram neu Prognose;XXX---2272018_0;XXX---2272041_3;XXX---2272121_3;XXX---2272127_3;XXX---2272128_3","38","bus;tram","bus=Ja|tram=Ja|u_bahn=Nein|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","4","42","36","106729>106729=180s;106729>106730=180s;106729>106731=180s;106729>106732=180s;106729>106733=180s;106729>106734=180s;106730>106729=180s;106730>106730=180s;106730>106731=180s;106730>106732=180s;106730>106733=180s;106730>106734=180s;106731>106729=180s;106731>106730=180s;106731>106731=180s;106731>106732=180s;106731>106733=180s;106731>106734=180s;106732>106729=180s;106732>106730=180s;106732>106731=180s;106732>106732=180s;106732>106733=180s;106732>106734=180s;106733>106729=180s;106733>106730=180s;106733>106731=180s;106733>106732=180s;106733>106733=180s;106733>106734=180s;106734>106729=180s;106734>106730=180s;106734>106731=180s;106734>106732=180s;106734>106733=180s;106734>106734=180s","high","deterministic rank from 7 lines, 2 MATSim modes, 4 carsharing spaces, mp_id 28","none"
"31","eligible_not_shortlisted","true","75","308","Stiglmaierplatz","Briennerstraße 59","690358.080","5335848.684","4467310.446","5334466.052","40.6","106644","106644;106644.1;106644.2;106645;106648;106649;106650","106644;106644.1;106644.2;106645;106648;106649;106650","106643=[106644;106644.1;106644.2;106645;106648;106649;106650]","Stiglmaierplatz","7","XXX---20_MUC_Tram neu Prognose;XXX---21_MUC_Tram neu Prognose;XXX---2272010_0;XXX---2272011_0;XXX---2272043_3;XXX---2272122_3;XXX---22_MUC_Tram neu Prognose","24","bus;tram","bus=Ja|tram=Ja|u_bahn=Ja|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:mismatch","4","42","25","106644>106644=180s;106644>106645=180s;106644>106648=180s;106644>106649=180s;106644>106650=180s;106645>106644=180s;106645>106645=180s;106645>106648=180s;106645>106649=180s;106645>106650=180s;106648>106644=180s;106648>106645=180s;106648>106648=180s;106648>106649=180s;106648>106650=180s;106649>106644=180s;106649>106645=180s;106649>106648=180s;106649>106649=180s;106649>106650=180s;106650>106644=180s;106650>106645=180s;106650>106648=180s;106650>106649=180s;106650>106650=180s","medium","deterministic rank from 7 lines, 2 MATSim modes, 4 carsharing spaces, mp_id 308","LHM u_bahn=Ja vs MATSim subway=false"
"32","eligible_not_shortlisted","true","76","2001","Großhadern","Würmtalstraße 142","684254.338","5332102.569","4461065.383","5330960.811","53.1","109265","109263;109264;109264.1;109265;109266;109267;109268;109270;109270.1;109271;109271.1;109272","109264;109264.1;109265;109266;109267;109268;109270;109270.1;109271;109271.1;109272","109263=[109263;109264;109264.1;109265;109266;109267;109268;109270;109270.1;109271;109271.1;109272]","Großhadern","7","XXX---2268592_3;XXX---2268788_3;XXX---2272000_1;XXX---2272036_3;XXX---2272074_3;XXX---2272125_3;XXX---MUC_U6_neu Prognose","46","bus;subway","bus=Ja|tram=Nein|u_bahn=Ja|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","4","42","64","109264>109264=180s;109264>109265=180s;109264>109266=180s;109264>109267=180s;109264>109268=180s;109264>109270=180s;109264>109271=180s;109264>109272=180s;109265>109264=180s;109265>109265=180s;109265>109266=180s;109265>109267=180s;109265>109268=180s;109265>109270=180s;109265>109271=180s;109265>109272=180s;109266>109264=180s;109266>109265=180s;109266>109266=180s;109266>109267=180s;109266>109268=180s;109266>109270=180s;109266>109271=180s;109266>109272=180s;109267>109264=180s;109267>109265=180s;109267>109266=180s;109267>109267=180s;109267>109268=180s;109267>109270=180s;109267>109271=180s;109267>109272=180s;109268>109264=180s;109268>109265=180s;109268>109266=180s;109268>109267=180s;109268>109268=180s;109268>109270=180s;109268>109271=180s;109268>109272=180s;109270>109264=180s;109270>109265=180s;109270>109266=180s;109270>109267=180s;109270>109268=180s;109270>109270=180s;109270>109271=180s;109270>109272=180s;109271>109264=180s;109271>109265=180s;109271>109266=180s;109271>109267=180s;109271>109268=180s;109271>109270=180s;109271>109271=180s;109271>109272=180s;109272>109264=180s;109272>109265=180s;109272>109266=180s;109272>109267=180s;109272>109268=180s;109272>109270=180s;109272>109271=180s;109272>109272=180s","high","deterministic rank from 7 lines, 2 MATSim modes, 4 carsharing spaces, mp_id 2001","none"
"33","eligible_not_shortlisted","true","79","603","Mittersendling Ost","Leipartstraße 20","688841.501","5331459.568","4465623.951","5330139.517","76.1","142512","142511;142512;142512.1;142512.2;142512.3","142512;142512.1;142512.2;142512.3","142511=[142511;142512;142512.1;142512.2;142512.3]","Mittersendling","7","XXX---162007_2_1158070084;XXX---162007_2_1158070147;XXX---162457_109;XXX---162461_109;XXX---N 67.a BY;XXX---S20_Prognose_Höllriegelskreuth-Pasing;XXX---S7_Prognose_Geretsried Süd-Kreuzstraße","62","rail","bus=Nein|tram=Nein|u_bahn=Nein|s_bahn=Ja","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","5","42","1","142512>142512=180s","medium","deterministic rank from 7 lines, 1 MATSim modes, 5 carsharing spaces, mp_id 603","none"
"34","eligible_not_shortlisted","true","31","2505","Friedenheimer Straße","Zschokkestraße / Burgkmairstraße","686900.545","5334348.422","4463797.118","5333101.785","81.7","106828","106826;106827;106827.1;106828;108806;108807;108807.1","106827;106827.1;106828;108806;108807;108807.1","106826=[106826;106827;106827.1;106828]|108805=[108806;108807;108807.1]","Friedenheimer Straße;Siglstraße","6","XXX---18_MUC_Tram neu Prognose;XXX---2271999_1;XXX---2272008_0;XXX---2272052_3;XXX---MUC_U4_neu Prognose;XXX---MUC_U5_neu Prognose","29","bus;subway;tram","bus=Ja|tram=Ja|u_bahn=Ja|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","4","30","8","106827>106827=180s;106827>106828=180s;106828>106827=180s;106828>106828=180s;108806>108806=180s;108806>108807=180s;108807>108806=180s;108807>108807=180s","medium","deterministic rank from 6 lines, 3 MATSim modes, 4 carsharing spaces, mp_id 2505","none"
"35","eligible_not_shortlisted","true","63","1308","Fritz-Meyer-Weg","Fritz-Meyer-Weg","695991.580","5338807.805","4473054.814","5337203.049","30.5","107499","107499;107500;107501;107502;107502.1;107503","107500;107501;107502;107502.1;107503","107499=[107499;107500;107501;107502;107502.1;107503]","Fritz-Meyer-Weg","6","XXX---17_MUC_Tram neu Prognose;XXX---21_MUC_Tram neu Prognose;XXX---2272006_0;XXX---2272007_0;XXX---2272030_3;XXX---2272131_3","41","bus;tram","bus=Ja|tram=Ja|u_bahn=Nein|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","7","30","16","107500>107500=180s;107500>107501=180s;107500>107502=180s;107500>107503=180s;107501>107500=180s;107501>107501=180s;107501>107502=180s;107501>107503=180s;107502>107500=180s;107502>107501=180s;107502>107502=180s;107502>107503=180s;107503>107500=180s;107503>107501=180s;107503>107502=180s;107503>107503=180s","high","deterministic rank from 6 lines, 2 MATSim modes, 7 carsharing spaces, mp_id 1308","none"
"36","eligible_not_shortlisted","true","48","11","Falkenstraße","Falkenstraße 7 / 8a","691990.081","5333225.948","4468838.888","5331781.773","104.8","106245","106242;106243;106243.1;106243.2;106244;106245","106243;106243.1;106243.2;106244;106245","106242=[106242;106243;106243.1;106243.2;106244;106245]","Mariahilfplatz","6","XXX---18_MUC_Tram neu Prognose;XXX---2272008_0;XXX---2272010_0;XXX---2272028_0;XXX---2272032_3;XXX---28_MUC_Tram neu Prognose","17","bus;tram","bus=Ja|tram=Ja|u_bahn=Nein|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","5","30","9","106243>106243=180s;106243>106244=180s;106243>106245=180s;106244>106243=180s;106244>106244=180s;106244>106245=180s;106245>106243=180s;106245>106244=180s;106245>106245=180s","medium","deterministic rank from 6 lines, 2 MATSim modes, 5 carsharing spaces, mp_id 11","embedded line break in name"
"37","eligible_not_shortlisted","true","37","1302","Richard-Strauss-Straße","Richard-Strauss-Straße","694605.026","5336124.920","4471564.751","5334576.446","10.7","107700","107699;107700;107701;107701.1;107702;107703;107704;107704.1;107705","107700;107701;107701.1;107702;107703;107704;107704.1;107705","107699=[107699;107700;107701;107701.1;107702;107703;107704;107704.1;107705]","Richard-Strauss-Straße","6","XXX---2271998_1;XXX---2272039_3;XXX---2272100_3;XXX---2272101_3;XXX---2272102_3;XXX---MUC_U4_neu Prognose","47","bus;subway","bus=Ja|tram=Nein|u_bahn=Ja|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","5","30","36","107700>107700=180s;107700>107701=180s;107700>107702=180s;107700>107703=180s;107700>107704=180s;107700>107705=180s;107701>107700=180s;107701>107701=180s;107701>107702=180s;107701>107703=180s;107701>107704=180s;107701>107705=180s;107702>107700=180s;107702>107701=180s;107702>107702=180s;107702>107703=180s;107702>107704=180s;107702>107705=180s;107703>107700=180s;107703>107701=180s;107703>107702=180s;107703>107703=180s;107703>107704=180s;107703>107705=180s;107704>107700=180s;107704>107701=180s;107704>107702=180s;107704>107703=180s;107704>107704=180s;107704>107705=180s;107705>107700=180s;107705>107701=180s;107705>107702=180s;107705>107703=180s;107705>107704=180s;107705>107705=180s","high","deterministic rank from 6 lines, 2 MATSim modes, 5 carsharing spaces, mp_id 1302","none"
"38","eligible_not_shortlisted","true","56","602","Brudermühlstraße","Thalkirchener Straße 143-145","689687.917","5331841.696","4466484.596","5330488.356","64.2","109120","109118;109119;109119.1;109120;109120.1;109121;109122","109119;109119.1;109120;109120.1;109121;109122","109118=[109118;109119;109119.1;109120;109120.1;109121;109122]","Brudermühlstraße","6","XXX---2271997_1;XXX---2272034_3;XXX---2272127_3;XXX---2272128_3;XXX---2272140_3;XXX---MUC_U3_neu Prognose","64","bus;subway","bus=Nein|tram=Nein|u_bahn=Ja|s_bahn=Nein","bus:mismatch;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","4","30","16","109119>109119=180s;109119>109120=180s;109119>109121=180s;109119>109122=180s;109120>109119=180s;109120>109120=180s;109120>109121=180s;109120>109122=180s;109121>109119=180s;109121>109120=180s;109121>109121=180s;109121>109122=180s;109122>109119=180s;109122>109120=180s;109122>109121=180s;109122>109122=180s","medium","deterministic rank from 6 lines, 2 MATSim modes, 4 carsharing spaces, mp_id 602","LHM bus=Nein vs MATSim bus=true"
"39","eligible_not_shortlisted","true","120","2504","Agnes-Bernauer-Straße","Friedenheimerstraße 27 (ggü)","686796.133","5334854.780","4463712.529","5333611.823","22.5","108767","108767;108768;108768.1;108769;108770;108771","108768;108768.1;108769;108770;108771","108767=[108767;108768;108768.1;108769;108770;108771]","Agnes-Bernauer-Straße","6","XXX---19_MUC_Tram neu Prognose;XXX---2272009_0;XXX---2272016_0;XXX---2272029_0;XXX---2272052_3;XXX---23_MUC_Tram neu Prognose","27","bus;tram","bus=Ja|tram=Ja|u_bahn=Nein|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","4","30","16","108768>108768=180s;108768>108769=180s;108768>108770=180s;108768>108771=180s;108769>108768=180s;108769>108769=180s;108769>108770=180s;108769>108771=180s;108770>108768=180s;108770>108769=180s;108770>108770=180s;108770>108771=180s;108771>108768=180s;108771>108769=180s;108771>108770=180s;108771>108771=180s","high","deterministic rank from 6 lines, 2 MATSim modes, 4 carsharing spaces, mp_id 2504","none"
"40","eligible_not_shortlisted","true","39","29","Troppauer Straße","Troppauerstraße 1","691149.492","5341195.488","4468309.817","5339777.730","13.2","107781","107780;107781;107781.1;107781.2;107782;107782.1;107782.2;107789;107796;107797","107781;107781.1;107781.2;107782;107782.1;107782.2;107796;107797","107780=[107780;107781;107781.1;107781.2;107782;107782.1;107782.2]|107789=[107789;107796;107797]","Am Hart;Am Hart Süd","6","XXX---2271996_1;XXX---2272086_3;XXX---2272094_3;XXX---2272126_3;XXX---2272145_3;XXX---MUC_U2_neu Prognose","32","bus;subway","bus=Ja|tram=Nein|u_bahn=Ja|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","3","30","8","107781>107781=180s;107781>107782=180s;107782>107781=180s;107782>107782=180s;107796>107796=180s;107796>107797=180s;107797>107796=180s;107797>107797=180s","medium","deterministic rank from 6 lines, 2 MATSim modes, 3 carsharing spaces, mp_id 29","embedded line break in name"
"41","eligible_not_shortlisted","true","19","202","Fraunhoferstraße","Baaderstraße 78","691674.273","5333781.566","4468544.993","5332349.259","30.7","106603","106602;106602.1;106602.2;106603;106604;106605","106602;106602.1;106602.2;106603;106604;106605","106601=[106602;106602.1;106602.2;106603;106604;106605]","Fraunhoferstraße","6","XXX---18_MUC_Tram neu Prognose;XXX---2272008_0;XXX---2272010_0;XXX---2272028_0;XXX---2272053_3;XXX---28_MUC_Tram neu Prognose","24","bus;tram","bus=Ja|tram=Ja|u_bahn=Ja|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:mismatch","3","30","16","106602>106602=180s;106602>106603=180s;106602>106604=180s;106602>106605=180s;106603>106602=180s;106603>106603=180s;106603>106604=180s;106603>106605=180s;106604>106602=180s;106604>106603=180s;106604>106604=180s;106604>106605=180s;106605>106602=180s;106605>106603=180s;106605>106604=180s;106605>106605=180s","medium","deterministic rank from 6 lines, 2 MATSim modes, 3 carsharing spaces, mp_id 202","LHM u_bahn=Ja vs MATSim subway=false"
"42","eligible_not_shortlisted","true","22","31","Freimann","Zinnienstraße 21","694312.623","5340805.351","4471455.172","5339264.468","88.2","107409","107203;107204;107204.1;107205;107205.1;107408;107409;107410;107410.1","107204;107204.1;107205;107205.1;107409;107410;107410.1","107203=[107203;107204;107204.1;107205;107205.1]|107408=[107408;107409;107410;107410.1]","Freimann;Situlistraße","6","XXX---2271997_1;XXX---2272000_1;XXX---2272095_3;XXX---2272125_3;XXX---MUC_U3_neu Prognose;XXX---MUC_U6_neu Prognose","53","bus;subway","bus=Ja|tram=Nein|u_bahn=Ja|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","2","30","8","107204>107204=180s;107204>107205=180s;107205>107204=180s;107205>107205=180s;107409>107409=180s;107409>107410=180s;107410>107409=180s;107410>107410=180s","medium","deterministic rank from 6 lines, 2 MATSim modes, 2 carsharing spaces, mp_id 31","none"
"43","eligible_not_shortlisted","true","6","204","Ickstattstraße","Ickstattstraße 4","691228.035","5333961.708","4468106.134","5332546.654","136.4","106231","106230;106231;106231.1","106230;106231;106231.1","106228=[106230;106231;106231.1]","Müllerstraße","6","XXX---2272006_0;XXX---2272007_0;XXX---2272008_0;XXX---2272010_0;XXX---2272025_0;XXX---2272028_0","17","tram","bus=Nein|tram=Nein|u_bahn=Nein|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:mismatch;u_bahn:match","4","30","4","106230>106230=180s;106230>106231=180s;106231>106230=180s;106231>106231=180s","medium","deterministic rank from 6 lines, 1 MATSim modes, 4 carsharing spaces, mp_id 204","LHM tram=Nein vs MATSim tram=true"
"44","eligible_not_shortlisted","true","28","1105","Harthof","Parlerstraße/Weyprechtstraße","690964.381","5342266.605","4468166.658","5340855.218","42.0","107814","107811;107814;107815;107816;107817;107817.1","107814;107815;107816;107817;107817.1","107811=[107811;107814;107815;107816;107817;107817.1]","Harthof","5","XXX---2271996_1;XXX---2272085_3;XXX---2272126_3;XXX---2272145_3;XXX---MUC_U2_neu Prognose","26","bus;subway","bus=Ja|tram=Nein|u_bahn=Ja|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","6","20","16","107814>107814=180s;107814>107815=180s;107814>107816=180s;107814>107817=180s;107815>107814=180s;107815>107815=180s;107815>107816=180s;107815>107817=180s;107816>107814=180s;107816>107815=180s;107816>107816=180s;107816>107817=180s;107817>107814=180s;107817>107815=180s;107817>107816=180s;107817>107817=180s","high","deterministic rank from 5 lines, 2 MATSim modes, 6 carsharing spaces, mp_id 1105","none"
"45","eligible_not_shortlisted","true","116","39","Gronsdorf Bahnhof","Drosselweg 43","700782.626","5332927.242","4477612.539","5331140.576","76.6","5485","180809;180810;180810.1;5483;5484;5484.1;5485;5485.1","180810;180810.1;5484;5484.1;5485;5485.1","180809=[180809;180810;180810.1]|5483=[5483;5484;5484.1;5485;5485.1]","Gronsdorf","5","XXX---162007_2_1158069508;XXX---162459_109;XXX---162460_109;XXX---2268579_3;XXX---S4_Prognose_Geltendorf-Grafing","88","bus;rail","bus=Nein|tram=Nein|u_bahn=Nein|s_bahn=Ja","bus:mismatch;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","4","20","5","180810>180810=0s;5484>5484=180s;5484>5485=180s;5485>5484=180s;5485>5485=180s","medium","deterministic rank from 5 lines, 2 MATSim modes, 4 carsharing spaces, mp_id 39","LHM bus=Nein vs MATSim bus=true"
"46","eligible_not_shortlisted","true","60","30","Karl-Weinmair-Straße","Karl-Weinmair-Str. 10, 11, 14","692410.076","5339513.864","4469503.772","5338048.264","52.2","108197","108196;108197;108197.1;108198","108197;108197.1;108198","108196=[108196;108197;108197.1;108198]","Anni-Albers-Straße","5","XXX---12_MUC_Tram neu Prognose;XXX---13_MUC_Tram neu Prognose;XXX---2272012_0;XXX---23_MUC_Tram neu Prognose;XXX---28_MUC_Tram neu Prognose","12","tram","bus=Nein|tram=Ja|u_bahn=Nein|s_bahn=Nein","bus:match;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","7","20","4","108197>108197=180s;108197>108198=180s;108198>108197=180s;108198>108198=180s","high","deterministic rank from 5 lines, 1 MATSim modes, 7 carsharing spaces, mp_id 30","none"
"47","eligible_not_shortlisted","true","54","2501","Willibaldplatz","Willibaldplatz Südseite","685173.475","5334909.302","4462093.244","5333729.575","39.6","109354","109351;109352;109352.1;109353;109354","109352;109352.1;109353;109354","109351=[109351;109352;109352.1;109353;109354]","Willibaldplatz","5","XXX---19_MUC_Tram neu Prognose;XXX---2272009_0;XXX---2272016_0;XXX---2272029_0;XXX---23_MUC_Tram neu Prognose","17","tram","bus=Ja|tram=Ja|u_bahn=Nein|s_bahn=Nein","bus:mismatch;s_bahn:match_via_rail_proxy;tram:match;u_bahn:match","5","20","9","109352>109352=180s;109352>109353=180s;109352>109354=180s;109353>109352=180s;109353>109353=180s;109353>109354=180s;109354>109352=180s;109354>109353=180s;109354>109354=180s","medium","deterministic rank from 5 lines, 1 MATSim modes, 5 carsharing spaces, mp_id 2501","LHM bus=Ja vs MATSim bus=false"
"48","eligible_not_shortlisted","true","91","405","Elisabethplatz","Arcisstraße 65","691386.497","5336934.323","4468380.385","5335510.720","133.3","106263","106261;106263;FT_U9_ELISABETHPLATZ_D0;FT_U9_ELISABETHPLATZ_D1","106263;FT_U9_ELISABETHPLATZ_D0;FT_U9_ELISABETHPLATZ_D1","106261=[106261;106263;FT_U9_ELISABETHPLATZ_D0;FT_U9_ELISABETHPLATZ_D1]","Elisabethplatz","4","XXX---2272014_0;XXX---2272015_0;XXX---2272028_0;XXX---FT_U9","6","subway;tram","bus=Ja|tram=Ja|u_bahn=Nein|s_bahn=Nein","bus:mismatch;s_bahn:match_via_rail_proxy;tram:match;u_bahn:mismatch","6","12","1","106263>106263=180s","medium","deterministic rank from 4 lines, 2 MATSim modes, 6 carsharing spaces, mp_id 405","LHM bus=Ja vs MATSim bus=false; LHM u_bahn=Nein vs MATSim subway=true"
